,report_id,effective_date,report_type,au_price_usd_troy_oz,reported_gold_price_rolling_40_mean,reported_gold_price_rolling_40_std,reported_gold_price_upper_1STD,reported_gold_price_lower_1STD,reported_gold_price_upper_2STD,reported_gold_price_lower_2STD
170,2010-000025297 Sandstorm Resources Ltd-f1-01643054_3-1-1,2010-10-05,,1000.0,920.7627500000001,120.73679028424182,1041.499540284242,800.0259597157583,1162.2363305684837,679.2891694315165
171,2011a-000010750 Geologix Explorations Inc-f1-01696761_1-8-1,2010-10-08,PEA,900.0,919.5127500000001,120.6851491296617,1040.197899129662,798.8276008703384,1160.8830482593235,678.1424517406767
172,2010-000027349 Fire River Gold Corp-f1-01647297_1-1-1,2010-10-08,,1000.0,923.8877500000001,120.34258961105515,1044.2303396110553,803.545160388945,1164.5729292221104,683.2025707778898
173,2010-000029999 Ratel Gold Limited-f1-01665671_2-1-1,2010-10-12,MRE,660.0,930.3877500000001,95.849720261954,1026.237470261954,834.5380297380461,1122.087190523908,738.6883094760921
174,2010-000013503 Bear Creek Mining Corporation-f1-01647827_1-1-1,2010-10-21,FS,950.0,932.8877500000001,94.99960001231565,1027.8873500123157,837.8881499876844,1122.8869500246315,742.8885499753687
175,2010-000005208 SOHO Resources Corp-f1-01651891_1-1-1,2010-10-29,PEA,965.81,934.59525,94.96122058672412,1029.5564705867241,839.6340294132758,1124.5176911734482,744.6728088265518
176,2011a-000024683 Ventana Gold Corp-f1-01648578_1-19-1,2010-11-08,,1000.0,937.47025,95.1618285218825,1032.6320785218825,842.3084214781175,1127.7939070437649,747.1465929562349
177,2010-000013177 Candente Copper Corp-f1-01676988_1-1-1,2010-11-08,MRE,1035.0,936.7702499999999,94.31397437004934,1031.0842243700492,842.4562756299506,1125.3981987400987,748.1423012599013
178,2010-000030584 EMED Mining Public Limited-f1-01647178_1-25-1,2010-11-17,PEA,1000.0,940.5202499999999,93.75586541617469,1034.2761154161747,846.7643845838252,1128.0319808323493,753.0085191676505
179,2010-000021487 Stronghold Metals Inc-f1-01663684_2-1-1,2010-11-17,MRE,1000.0,944.2702499999999,93.03952216424612,1037.309772164246,851.2307278357538,1130.349294328492,758.1912056715076
180,2010-000017006 Aquila Resources Inc-f1-01670111_1-1-1,2010-11-29,MRE,900.0,943.0202499999999,93.29609326163973,1036.3163432616398,849.7241567383602,1129.6124365232795,756.4280634767205
181,2010-000003985 Minera Andes Inc-f1-01677470_1-1-1,2010-12-01,PEA,980.0,945.0202499999999,93.20765893718844,1038.2279089371884,851.8125910628115,1131.4355678743768,758.604932125623
182,2010-000023684 Western Copper Corporation-f1-01671582_1-1-1,2010-12-01,MRE,875.0,943.1452499999999,93.85701785128197,1037.0022678512819,849.288232148718,1130.8592857025637,755.431214297436
183,2010-000005251 Grayd Resource Corporation-f1-01673026_1-1-1,2010-12-06,PEA,950.0,943.7702499999999,93.81631872393108,1037.586568723931,849.9539312760688,1131.402887447862,756.1376125521377
184,2011a-000017484 Almaden Minerals Ltd-f1-01690925_1-1-1,2010-12-10,PEA,1000.0,947.5202499999999,92.96608006969856,1040.4863300696984,854.5541699303013,1133.452410139397,761.5880898606028
185,2011a-000005689 Capstone Mining Corp-f1-01723434_2-1-1,2010-12-15,PFS,1000.0,950.0202499999999,92.99999168699969,1043.0202416869997,857.0202583130002,1136.0202333739994,764.0202666260005
186,2011a-000021794 Oro Mining Ltd. ( known as Oro Gold Resources Ltd.)-f1-01700452_2-1-1,2010-12-23,MRE,1200.0,960.0202499999999,97.83486082293749,1057.8551108229374,862.1853891770625,1155.689971645875,764.3505283541249
187,2012-000014169 Rusoro Mining Ltd-f1-01863614_1-1-1,2010-12-30,FS,1225.0,970.6452499999999,102.95467040843855,1073.5999204084385,867.6905795915613,1176.554590816877,764.7359091831229
188,2011a-000001108 Wesdome Gold Mines Ltd-f1-01686400_1-1-1,2011-01-12,PFS,991.65,973.4865,101.89512598871629,1075.3816259887162,871.5913740112837,1177.2767519774325,769.6962480225674
189,2011a-000001640 IMPACT Silver Corp-f1-01695177_1-1-1,2011-01-28,MRE,1027.21,977.16675,101.08726497659669,1078.2540149765966,876.0794850234033,1179.3412799531934,774.9922200468066
190,2011a-000026117 Oroco Resource Corp-f1-01692036_1-1-1,2011-01-28,PEA,1000.0,977.9667499999999,101.13946939080608,1079.106219390806,876.8272806091938,1180.245688781612,775.6878112183878
191,2011a-000023892 Northern Freegold Resources Ltd-f1-01704143_1-1-1,2011-01-31,MRE,846.0,975.3667499999999,103.1927723663523,1078.5595223663522,872.1739776336476,1181.7522947327045,768.9812052672953
192,2011a-000016090 Andina Minerals Inc-f1-01697086_1-1-1,2011-01-31,PFS,1025.0,974.7417499999999,102.8041322846881,1077.545882284688,871.9376177153118,1180.350014569376,769.1334854306238
193,2011a-000008346 Luna Gold Corp-f1-01694895_1-1-1,2011-02-03,MRE,1238.0,977.51675,108.3670402959311,1085.883790295931,869.1497097040689,1194.2508305918623,760.7826694081377
194,2011a-000027349 Fire River Gold Corp-f1-01710622_1-1-1,2011-02-25,,1200.0,986.26675,111.88008421078693,1098.146834210787,874.3866657892131,1210.0269184215738,762.5065815784261
195,2011a-000002878 Banro Corporation-f1-01708473_1-1-1,2011-03-03,PEA,1100.0,988.76675,113.30304570526644,1102.0697957052664,875.4637042947336,1215.3728414105328,762.1606585894672
196,2011a-000005272 Jayden Resources Inc-f1-01707238_1-1-1,2011-03-04,PEA,1015.0,992.26675,111.85165731008537,1104.1184073100853,880.4150926899147,1215.9700646201707,768.5634353798292
197,2011a-000020823 Equinox Minerals Limited-f1-01709025_1-1-1,2011-03-07,FS,850.0,992.26675,111.85165731008537,1104.1184073100853,880.4150926899147,1215.9700646201707,768.5634353798292
198,2011a-000008502 Entree Gold Inc-f1-01716539_1-1-1,2011-03-11,MRE,1000.0,993.51675,111.64639251208027,1105.1631425120802,881.8703574879197,1216.8095350241606,770.2239649758394
199,2011b-000031701 Aurvista Gold Corporation-f1-01752152_1-26-1,2011-03-15,,1126.3567479008807,999.1756686975219,112.5180224374602,1111.6936911349821,886.6576462600617,1224.2117135724422,774.1396238226015
200,2011a-000005437 Prodigy Gold Inc-f1-01745481_2-1-1,2011-03-29,PEA,1000.0,1001.6756686975219,111.36297499810695,1113.038643695629,890.3126936994149,1224.4016186937358,778.949718701308
201,2011a-000000923 Barrick Gold Corporation-f1-01723131_1-1-2,2011-03-30,FS,1300.0,1009.1756686975219,120.93772232850087,1130.1133910260228,888.2379463690211,1251.0511133545237,767.3002240405202
202,2011a-000002785 Sutter Gold Mining Inc-f1-01760289_1-1-1,2011-03-31,,1100.0,1012.9256686975219,121.38053892814192,1134.3062076256638,891.54512976938,1255.6867465538057,770.1645908412381
203,2011a-000030469 Cerro Resources NL-f1-01750733_2-1-1,2011-03-31,FS,1060.0,1016.7506686975219,120.36341278656356,1137.1140814840853,896.3872559109583,1257.477494270649,776.0238431243947
204,2011a-000002563 SEMAFO INC-f1-01722229_1-1-1,2011-03-31,FS,1100.0,1019.2506686975219,121.04317524137078,1140.2938439388927,898.207493456151,1261.3370191802635,777.1643182147803
205,2011a-000002830 Goldcorp Inc-f1-01748704_3-1-1,2011-04-05,FS,1100.0,1021.7506686975219,121.66646577663536,1143.4171344741571,900.0842029208865,1265.0836002507926,778.4177371442511
206,2011a-000018939 Carpathian Gold Inc-f1-01762934_1-1-1,2011-04-06,FS,1150.0,1028.0006686975219,121.6730162592947,1149.6736849568165,906.3276524382271,1271.3467012161113,784.6546361789325
207,2011a-000021638 Coeur d_Alene Mines Corporation-f1-01762843_3-1-1,2011-04-15,MRE,1300.0,1035.5006686975219,128.9323208788672,1164.432989576389,906.5683478186547,1293.3653104552563,777.6360269397875
208,2011a-000018190 Chesapeake Gold Corp-f1-01733412_1-1-1,2011-04-21,PEA,900.0,1031.7506686975219,130.66946869678395,1162.4201373943058,901.0812000007379,1293.0896060910898,770.411731303954
209,2011a-000002968 Kinross Gold Corporation-f1-01752155_3-1-1,2011-05-09,OTHER,900.0,1024.2506686975219,129.36792028432882,1153.6185889818507,894.882748413193,1282.9865092661794,765.5148281288642
210,2011b-000002968 Kinross Gold Corporation-f1-01752155_1-2-1,2011-05-09,OTHER,900.0,1021.7506686975219,130.80680869996596,1152.557477397488,890.9438599975559,1283.3642860974537,760.13705129759
211,2011a-000000880 NovaGold Resources Inc-f1-01743319_1-1-1,2011-05-09,,1000.0,1024.2506686975219,129.36792028432882,1153.6185889818507,894.882748413193,1282.9865092661794,765.5148281288642
212,2011a-000006215 Belo Sun Mining Corp-f1-01748268_2-1-1,2011-05-19,MRE,900.0,1021.7506686975219,130.80680869996596,1152.557477397488,890.9438599975559,1283.3642860974537,760.13705129759
213,2011a-000023934 Intrepid Mines Limited-f1-01754090_2-1-1,2011-06-01,PEA,1050.0,1031.5006686975219,116.95258795049833,1148.4532566480202,914.5480807470235,1265.4058445985186,797.5954927965251
214,2011b-000004187 Mediterranean Resources Ltd-f1-01789335_1-1-1,2011-06-14,PEA,1000.0,1032.7506686975219,116.32468248284907,1149.075351180371,916.4259862146728,1265.40003366322,800.1013037318237
215,2011a-000006180 New Pacific Metals Corp-f1-01760801_1-1-1,2011-06-17,,650.0,1024.855418697522,130.80122527408932,1155.6566439716114,894.0541934234327,1286.4578692457007,763.2529681493434
216,2011a-000005241 Oromin Explorations Ltd-f1-01761293_1-1-1,2011-06-18,PEA,1000.0,1024.855418697522,130.80122527408932,1155.6566439716114,894.0541934234327,1286.4578692457007,763.2529681493434
217,2011a-000025546 Argonaut Gold Inc-f1-01762658_2-1-1,2011-06-20,MRE,1200.0,1028.980418697522,133.69900634660746,1162.6794250441294,895.2814123509146,1296.378431390737,761.5824060043071
218,2011b-000002842 Century Mining Corporation-f1-01784474_1-1-1,2011-06-20,OTHER,1300.0,1036.480418697522,140.28389680474265,1176.7643155022647,896.1965218927794,1317.0482123070074,755.9126250880367
219,2011b-000022260 Brazilian Gold Corporation-f1-01775873_1-1-1,2011-06-21,PEA,1300.0,1043.980418697522,146.1791178383307,1190.1595365358528,897.8013008591913,1336.3386543741835,751.6221830208606
220,2011b-000013309 La Mancha Resources Inc-f1-01770001_1-1-1,2011-06-28,FS,1000.0,1046.480418697522,144.4990428012131,1190.9794614987352,901.9813758963089,1335.4785042999483,757.4823330950958
221,2011b-000002432 Pan American Silver Corp-f1-01804192_1-1-1,2011-06-30,PEA,1250.0,1053.230418697522,147.587178526538,1200.8175972240601,905.6432401709841,1348.404775750598,758.0560616444461
222,2011b-000000880 NovaGold Resources Inc-f1-01801094_1-1-1,2011-07-11,PFS,1100.0,1058.855418697522,144.8830405337317,1203.7384592312537,913.9723781637904,1348.6214997649854,769.0893376300587
223,2011b-000001913 Northgate Minerals Corporation-f1-01800614_1-1-1,2011-07-22,,1100.0,1062.605418697522,143.93139358632854,1206.5368122838506,918.6740251111935,1350.4682058701792,774.7426315248649
224,2011b-000009365 Rubicon Minerals Corporation-f1-01783947_1-1-1,2011-08-08,,1100.0,1065.105418697522,143.68435068052665,1208.7897693780487,921.4210680169954,1352.4741200585754,777.7367173364687
225,2011b-000023397 Lydian International Limited-f1-01788848_1-1-1,2011-08-12,PEA,1200.0,1070.105418697522,144.83592353559047,1214.9413422331124,925.2694951619316,1359.777265768703,780.4335716263411
226,2011b-000032576 Patagonia Gold plc-f1-01837758_2-1-1,2011-08-20,,1204.0,1070.205418697522,144.92925787682026,1215.1346765743422,925.2761608207018,1360.0639344511624,780.3469029438814
227,2011b-000007865 Esperanza Resources Corp-f1-01808844_1-1-1,2011-09-01,PEA,1150.0,1068.330418697522,143.3518434289757,1211.6822621264978,924.9785752685463,1355.0341055554734,781.6267318395705
228,2011b-000003818 ARMISTICE RESOURCES CORP-f1-01807025_1-2-1,2011-09-30,,798.0049875311721,1063.4892933858014,149.15993669825167,1212.649230084053,914.3293566875498,1361.8091667823046,765.169419989298
229,2011b-000002073 Brigus Gold Corp. ( Apollo Gold Corporation)-f1-01811010_1-1-1,2011-10-06,PFS,1225.7305353990978,1068.4523067707787,151.21046254368207,1219.6627693144608,917.2418442270966,1370.8732318581428,766.0313816834146
230,2011b-000030669 Ivanhoe Australia Limited-f1-01816075_1-1-2,2011-10-10,,1350.0,1077.2023067707787,157.15747782242642,1234.3597845932052,920.0448289483522,1391.5172624156316,762.8873511259259
231,2012-000025546 Argonaut Gold Inc-f1-01848467_1-1-1,2011-10-15,PEA,1575.0,1095.4273067707786,171.29240648915243,1266.719713259931,924.1349002816262,1438.0121197490835,752.8424937924738
232,"2011b-000002881 Auriga Gold Corp. (, Ursa Major International Inc.)-f1-01840782_1-1-1",2011-10-31,PEA,1400.0,1104.8023067707786,177.48899187496556,1282.291298645744,927.313314895813,1459.7802905207097,749.8243230208475
233,2011b-000008911 Monument Mining Limited-f1-01836878_1-1-1,2011-11-01,OTHER,350.0,1082.6023067707788,212.48605649938753,1295.0883632701664,870.1162502713912,1507.574419769554,657.6301937720037
234,2012-000000162 Gowest Gold Ltd-f1-01862155_1-1-1,2011-11-12,,1200.0,1082.6023067707788,212.48605649938753,1295.0883632701664,870.1162502713912,1507.574419769554,657.6301937720037
235,2011b-000026134 Edgewater Exploration Ltd-f1-01773843_1-2-1,2011-11-15,PEA,1300.0,1087.6023067707788,215.24117191173016,1302.843478682509,872.3611348590487,1518.084650594239,657.1199629473185
236,2011b-000005729 Midway Gold Corp-f1-01842545_2-1-1,2011-11-15,FS,1200.0,1092.2273067707788,215.62837468760304,1307.855681458382,876.5989320831758,1523.4840561459848,660.9705573955728
237,2011b-000032019 Banks Island Gold Ltd-f1-01843901_3-1-1,2011-11-23,,1327.088212334114,1104.1545120791316,215.0803958573593,1319.2349079364908,889.0741162217723,1534.31530379385,673.993720364413
238,2012-000033030 Intergeo MMC Ltd-f1-01908033_1-1-1,2011-12-01,PEA,1100.0,1106.6545120791316,214.41886805780052,1321.073380136932,892.235644021331,1535.4922481947326,677.8167759635305
239,2011b-000009470 Rainy River Resources Ltd-f1-01844107_2-1-1,2011-12-23,PEA,1200.0,1108.4955933816095,214.907983111238,1323.4035764928476,893.5876102703716,1538.3115596040855,678.6796271591336
240,2012-000032889 Newcrest Mining Limited-f1-01866663_1-1-1,2011-12-31,,520.0,1096.4955933816095,233.70088139564828,1330.196474777258,862.7947119859613,1563.897356172906,629.093830590313
241,2012-000000923 Barrick Gold Corporation-f1-01878575_1-1-1,2011-12-31,OTHER,1200.0,1093.9955933816095,231.9967448553322,1325.9923382369418,861.9988485262774,1557.9890830922739,630.0021036709452
242,2012-000000923 Barrick Gold Corporation-f1-01878575_1-2-4,2011-12-31,OTHER,1200.0,1096.4955933816095,232.60112091794045,1329.09671429955,863.8944724636691,1561.6978352174904,631.2933515457287
243,2012-000002894 Abacus Mining & Exploration Corp-f1-01846955_1-1-1,2012-01-06,FS,1085.0,1097.1205933816095,232.5341205715803,1329.65471395319,864.5864728100292,1562.18883452477,632.052352238449
244,2012-000001767 Dundee Precious Metals Inc-f1-01848684_1-1-1,2012-01-11,FS,1250.0,1100.8705933816095,233.7878664765949,1334.6584598582044,867.0827269050146,1568.4463263347993,633.2948604284197
245,2012-000004922 CORAL GOLD RESOURCES LTD-f1-01853597_1-1-1,2012-01-15,PEA,1350.0,1107.1205933816095,237.0824857682823,1344.203079149892,870.0381076133272,1581.2855649181743,632.9556218450449
246,2012-000005801 Exeter Resource Corporation-f1-01849096_1-1-1,2012-01-16,PFS,1430.0,1114.1205933816095,242.45372622054973,1356.5743196021592,871.6668671610598,1599.028045822709,629.2131409405101
247,2012-000003703 Goldgroup Mining Inc-f1-01905402_3-1-1,2012-01-17,PEA,1500.0,1119.1205933816095,248.37524999630216,1367.4958433779116,870.7453433853074,1615.8710933742138,622.3700933890052
248,2012-000002830 Goldcorp Inc-f1-01884234_1-1-2,2012-01-26,,1200.0,1126.6205933816095,246.1080631728689,1372.7286565544784,880.5125302087406,1618.8367197273474,634.4044670358717
249,2012-000005434 PMI Gold Corporation-f1-01858050_1-1-1,2012-01-30,PFS,1300.0,1136.6205933816095,244.78674637764806,1381.4073397592576,891.8338470039614,1626.1940861369058,647.0471006263134
250,2012-000005241 Oromin Explorations Ltd-f1-01915429_1-2-1,2012-01-31,OTHER,1000.0,1139.1205933816095,242.8108569684158,1381.9314503500254,896.3097364131937,1624.7423073184411,653.4988794447779
251,2014-000035262 Chaparral Gold Corp-f1-02154595_2-1-1,2012-02-02,PEA,1300.0,1146.6205933816095,243.03661337436577,1389.6572067559753,903.5839800072438,1632.693820130341,660.547366632878
252,2012-000031474 Aureus Mining Inc-f1-01872740_1-1-1,2012-02-02,PFS,1350.0,1157.8705933816095,241.73963468539537,1399.610228067005,916.1309586962142,1641.3498627524002,674.3913240108188
253,2012-000029807 Minera IRL Limited-f1-01859776_1-1-1,2012-02-14,FS,1250.0,1162.8705933816095,241.51953527096768,1404.3901286525772,921.3510581106418,1645.909663923545,679.8315228396741
254,2012-000008330 Queenston Mining Inc-f1-01883856_1-1-1,2012-02-16,,1275.0,1169.7455933816095,240.6769991792265,1410.422592560836,929.068594202383,1651.0995917400626,688.3915950231565
255,2012-000006208 Cassidy Gold Corp-f1-01864885_1-1-1,2012-02-28,PEA,1275.0,1185.3705933816095,225.9038076826782,1411.2744010642878,959.4667856989313,1637.178208746966,733.562978016253
256,2012-000004927 LEVON RESOURCES LTD-f1-01871272_1-1-1,2012-03-12,PEA,1384.77,1194.9898433816097,226.00007660211898,1420.9899199837287,968.9897667794908,1646.9899965858476,742.9896901773718
257,2012-000004818 New Gold Inc-f1-01877712_2-1-1,2012-03-23,FS,1200.0,1194.9898433816097,226.00007660211898,1420.9899199837287,968.9897667794908,1646.9899965858476,742.9896901773718
258,2012-000001691 HudBay Minerals Inc-f1-01884181_1-1-1,2012-03-29,,1100.0,1189.9898433816097,225.8295980973166,1415.8194414789264,964.1602452842931,1641.649039576243,738.3306471869765
259,2013-000029557 Yellowhead Mining Inc-f1-02012574_1-1-1,2012-03-29,FS,1250.0,1188.7398433816097,225.34291657856252,1414.0827599601723,963.3969268030472,1639.4256765387347,738.0540102244847
260,2012-000029557 Yellowhead Mining Inc-f1-01882029_1-1-1,2012-03-29,FS,1250.0,1194.9898433816097,223.43273813458376,1418.4225815161935,971.5571052470259,1641.8553196507773,748.1243671124422
261,2012-000033030 Intergeo MMC Ltd-f1-01908033_1-3-1,2012-03-31,PEA,1100.0,1191.2398433816097,223.74434835187859,1414.9841917334884,967.4954950297312,1638.7285400853668,743.7511466778526
262,2012-000016934 VMS Ventures Inc-f1-01906981_1-1-1,2012-04-02,,1700.0,1206.2398433816097,237.17958095723495,1443.4194243388447,969.0602624243747,1680.5990052960797,731.8806814671398
263,2012-000006065 Victoria Gold Corp. ( Victoria Resource Corporation)-f1-01888118_1-1-1,2012-04-05,FS,1325.0,1211.8648433816097,237.26342802113157,1449.1282714027413,974.6014153604781,1686.391699423873,737.3379873393466
264,2012-000022477 Guyana Goldfields Inc-f1-01888138_1-1-1,2012-04-09,FS,1300.0,1216.8648433816097,236.95274328301795,1453.8175866646277,979.9121000985917,1690.7703299476457,742.9593568155738
265,2012-000030669 Ivanhoe Australia Limited-f1-01915126_1-1-1,2012-04-16,,1600.0,1226.8648433816097,244.54172863559305,1471.4065720172027,982.3231147460167,1715.9483006527958,737.7813861104237
266,2012-000008090 Huakan International Mining Inc-f1-01920382_1-1-1,2012-04-24,,1329.5729250604352,1230.0041665081205,245.04617878305234,1475.0503452911728,984.9579877250682,1720.0965240742253,739.9118089420158
267,2012-000005760 Sunridge Gold Corp-f1-01923758_4-1-1,2012-05-01,PFS,1111.0,1229.0291665081206,245.44991967648284,1474.4790861846034,983.5792468316378,1719.9290058610864,738.1293271551549
268,2012-000031052 Bravada Gold Corporation-f1-01907245_1-1-1,2012-05-02,PEA,1300.0,1241.5790418198412,235.47746918345055,1477.0565110032917,1006.1015726363906,1712.5339801867424,770.6241034529401
269,2012-000030469 Cerro Resources NL-f1-01930652_2-1-1,2012-05-11,FS,1341.0,1244.4607784348639,235.98332604947996,1480.4441044843438,1008.4774523853839,1716.4274305338238,772.494126335904
270,2012-000005760 Sunridge Gold Corp-f1-01928370_5-1-1,2012-05-14,FS,1111.0,1238.4857784348637,236.26811713756615,1474.7538955724299,1002.2176612972976,1711.022012709996,765.9495441597314
271,2012-000009568 Lake Shore Gold Corp-f1-01909912_2-1-1,2012-05-14,,1600.0,1239.1107784348637,237.21230293750943,1476.323081372373,1001.8984754973543,1713.5353843098826,764.6861725598449
272,2012-000004904 Cadillac Ventures Inc-f1-01928596_2-1-1,2012-05-15,PEA,1454.887590373378,1240.4829681941983,238.32300666332497,1478.8059748575233,1002.1599615308733,1717.1289815208484,763.8369548675483
273,2012-000018439 Endeavour Mining Corporation-f1-01932232_1-1-1,2012-05-25,FS,1250.0,1262.9829681941983,189.60127000732854,1452.584238201527,1073.3816981868697,1642.1855082088555,883.7804281795412
274,2012-000032019 Banks Island Gold Ltd-f1-01923938_1-1-1,2012-05-30,,1346.9347330890364,1266.656336521424,189.77303049986415,1456.4293670212883,1076.8833060215597,1646.2023975211523,887.1102755216957
275,2012-000000171 Harte Gold Corp-f1-01932502_1-1-1,2012-05-31,,1490.0,1271.406336521424,192.97976599267065,1464.3861025140945,1078.4265705287535,1657.3658685067653,885.4468045360827
276,2012-000021794 Oro Mining Ltd-f1-01921628_1-1-1,2012-06-01,PEA,1500.0,1278.906336521424,195.94037628620444,1474.8467128076284,1082.9659602352197,1670.787089093833,887.0255839490151
277,2012-000007531 Seabridge Gold Inc-f1-01928341_1-1-1,2012-06-22,PFS,1330.0,1278.9791312130712,195.9592755072773,1474.9384067203487,1083.0198557057938,1670.8976822276259,887.0605801985166
278,2012-000031148 Serabi Gold plc-f1-01928965_1-1-1,2012-06-28,,1400.0,1286.4791312130712,194.67026624975702,1481.1493974628283,1091.8088649633141,1675.8196637125852,897.1385987135573
279,2012-000005505 ALAMOS GOLD INC-f1-01942315_1-1-1,2012-06-30,PFS,1239.0,1287.4541312130712,194.32338845163528,1481.7775196647065,1093.1307427614358,1676.1009081163418,898.8073543098005
280,2012-000003092 Aurizon Mines Ltd-f1-01933993_2-1-1,2012-07-01,FS,1350.0,1308.2041312130712,149.392379140061,1457.596510353132,1158.8117520730102,1606.9888894931933,1009.4193729329492
281,2012-000013727 MAG Silver Corp-f1-01932793_1-1-1,2012-07-01,,1257.0,1309.629131213071,148.60356303331764,1458.2326942463887,1161.0255681797535,1606.8362572797064,1012.4220051464358
282,2012-000008808 Aura Minerals Inc-f1-01957515_2-1-1,2012-07-12,PEA,1216.0,1310.0291312130712,148.3221724440928,1458.351303657164,1161.7069587689784,1606.6734761012567,1013.3847863248856
283,2012-000003532 International Minerals Corporation-f1-01957606_2-1-1,2012-07-17,FS,1350.0,1316.6541312130712,143.86453226951662,1460.5186634825877,1172.7895989435547,1604.3831957521045,1028.925066674038
284,2012-000005386 Augusta Resource Corporation-f1-01952933_1-1-1,2012-07-24,FS,450.0,1296.6541312130712,198.57374475280025,1495.2278759658714,1098.080386460271,1693.8016207186718,899.5066417074706
285,2012-000026503 Witwatersrand Consolidated Gold Resources Limited-f1-01936673_2-1-1,2012-07-26,,1507.407852166954,1300.5893275172452,201.20035112894624,1501.7896786461915,1099.388976388299,1702.9900297751378,898.1886252593528
286,2012-000025543 Paramount Gold and Silver Corp-f1-01960208_2-1-1,2012-07-30,PEA,1384.0,1299.4393275172451,200.57219357689345,1500.0115210941385,1098.8671339403518,1700.583714671032,898.2949403634582
287,2013-000017100 Typhoon Exploration Inc-f1-02057960_1-1-1,2012-08-03,PEA,1518.0,1299.8893275172452,201.05332070048593,1500.9426482177312,1098.8360068167592,1701.995968918217,897.7826861162733
288,2012-000031687 Midas Gold Corp-f1-01962759_1-1-1,2012-08-15,PEA,1400.0,1304.8893275172452,200.9923676198642,1505.8816951371093,1103.896959897381,1706.8740627569737,902.9045922775167
289,2012-000030788 BacTech Environmental Corporation-f1-01968980_1-1-1,2012-08-27,PEA,1396.0,1307.289327517245,201.50499077186433,1508.7943182891095,1105.7843367453806,1710.2993090609737,904.2793459735165
290,2012-000032112 Azumah Resources Limited-f1-01968714_1-1-1,2012-08-27,FS,1600.0,1322.289327517245,200.3726654877587,1522.6619930050038,1121.9166620294864,1723.0346584927624,921.5439965417277
291,2012-000004920 BRALORNE GOLD MINES LTD-f1-01970841_1-1-1,2012-08-31,,1500.0,1327.289327517245,202.28839953717778,1529.577727054423,1125.0009279800672,1731.8661265916007,922.7125284428895
292,2012-000033770 Nord Gold N.V-f1-01971013_1-1-6,2012-09-01,PFS,1250.0,1324.789327517245,202.6181916813538,1527.407519198599,1122.1711358358912,1730.0257108799526,919.5529441545375
293,2012-000023397 Lydian International Limited-f1-01959031_3-1-1,2012-09-03,FS,1200.0,1323.539327517245,203.2446779295249,1526.78400544677,1120.2946495877202,1730.0286833762948,917.0499716581953
294,2012-000008808 Aura Minerals Inc-f1-01971153_3-1-1,2012-09-04,FS,1294.0,1324.0143275172452,203.15050917312644,1527.1648366903717,1120.8638183441187,1730.3153458634981,917.7133091709923
295,2012-000003339 Noront Resources Ltd-f1-01971248_1-1-1,2012-09-04,,1415.0,1327.5143275172452,203.49012664323365,1531.0044541604789,1124.0242008740115,1734.4945808037126,920.5340742307778
296,2012-000004246 Vista Gold Corp-f1-01967695_1-1-1,2012-09-04,MRE,1000.0,1317.895077517245,209.7133121170492,1527.6083896342943,1108.1817654001957,1737.3217017513434,898.4684532831466
297,2012-000007531 Seabridge Gold Inc-f1-01958851_2-1-1,2012-09-05,PFS,1384.0,1322.4950775172451,209.07804145689954,1531.5731189741446,1113.4170360603457,1740.6511604310442,904.338994603446
298,2012-000001767 Dundee Precious Metals Inc-f1-01959503_2-1-1,2012-09-07,,1250.0,1326.2450775172451,206.31196480855513,1532.5570423258002,1119.93311270869,1738.8690071343553,913.6211479001349
299,2013-000006160 Catalyst Copper Corp-f1-02007057_1-1-1,2012-09-19,PEA,1200.0,1324.9950775172451,206.93628734934012,1531.9313648665852,1118.058790167905,1738.8676522159253,911.122502818565
300,2012-000008330 Queenston Mining Inc-f1-01979771_2-1-1,2012-09-20,,1275.0,1325.6200775172451,206.7416370416229,1532.361714558868,1118.8784404756223,1739.103351600491,912.1368034339994
301,2014-000030145 Rio Alto Mining Limited-f1-02261401_2-1-1,2012-09-26,FS,1415.0,1333.4950775172451,203.90708046857446,1537.4021579858195,1129.5879970486708,1741.309238454394,925.6809165800962
302,2012-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-01965001_5-1-1,2012-09-27,FS,1415.0,1326.3700775172451,195.5814716676928,1521.951549184938,1130.7886058495524,1717.5330208526307,935.2071341818596
303,2012-000006087 Gabriel Resources Ltd-f1-01978475_1-1-1,2012-10-01,FS,1200.0,1323.2450775172451,196.5998972733404,1519.8449747905856,1126.6451802439046,1716.444872063926,930.0452829705644
304,2012-000024152 Premier Gold Mines Limited-f1-01967640_1-1-1,2012-10-03,,1200.0,1320.7450775172451,197.536642508719,1518.2817200259642,1123.208435008526,1715.8183625346833,925.6717924998071
305,2012-000005277 Polymet Mining Corp-f1-01975549_1-1-1,2012-10-12,FS,450.0,1291.9950775172451,235.82693885509076,1527.8220163723358,1056.1681386621544,1763.6489552274265,820.3411998070636
306,2012-000000834 Agnico-Eagle Mines Limited-f1-01976039_3-1-1,2012-10-14,,1342.0,1292.3057543907341,235.885891326146,1528.1916457168802,1056.419863064588,1764.077537043026,820.5339717384421
307,2012-000003441 Golden Queen Mining Co. Ltd-f1-01973024_1-1-1,2012-10-17,FS,1749.0,1308.2557543907342,244.71677783165032,1552.9725322223844,1063.538976559084,1797.6893100540349,818.8221987274335
