,report_id,effective_date,report_type,cad_rate,reported_CAD_RATE_rolling_40_mean,reported_CAD_RATE_rolling_40_std,reported_CAD_RATE_upper_1STD,reported_CAD_RATE_lower_1STD,reported_CAD_RATE_upper_2STD,reported_CAD_RATE_lower_2STD
439,2022-000013027 Cornerstone Capital Resources Inc-f1-03395605_1-1-1,2022-03-31,PFS,1.33,1.3026900000000001,0.030441350082934672,1.3331313500829347,1.2722486499170655,1.3635727001658695,1.2418072998341307
440,2022-000026555 Century Global Commodities Corporation-f1-03471973_1-1-1,2022-05-06,FS,1.3158,1.30246,0.030302904997409792,1.3327629049974097,1.2721570950025902,1.3630658099948196,1.2418541900051803
441,2022-000045813 Dore Copper Mining Corp-f1-03399661_1-1-1,2022-05-09,,1.25,1.3012425,0.03141573905316256,1.3326582390531627,1.2698267609468374,1.3640739781063251,1.238411021893675
442,2022-000052628 Endeavour Mining plc-f1-03468668_2-1-1,2022-06-01,FS,1.2346,1.298775,0.03268379783662902,1.331458797836629,1.266091202163371,1.364142595673258,1.233407404326742
443,2022-000026880 Manganese X Energy Corp-f1-03402726_1-1-1,2022-06-24,PEA,1.25,1.2966925,0.03307898385798631,1.3297714838579864,1.2636135161420137,1.3628504677159727,1.2305345322840273
444,2022-000024726 Critical Elements Lithium Corporation-f1-03412588_1-1-1,2022-06-28,FS,1.2987,1.2958275000000001,0.03254525045107309,1.3283727504510732,1.263282249548927,1.3609180009021462,1.230736999097854
445,2022-000032247 Tartisan Nickel Corp-f1-03427839_1-1-1,2022-07-06,,1.28,1.2953275000000002,0.03263301763158881,1.327960517631589,1.2626944823684114,1.3605935352631777,1.2300614647368227
446,2022-000034095 Nouveau Monde Graphite Inc. (auparavant Nouveau Monde Mining Enterprises Inc.)-f1-03418879_1-1-1,2022-07-06,FS,1.275,1.2943075,0.032614338419057615,1.3269218384190575,1.2616931615809424,1.3595361768381151,1.2290788231618848
447,2022-000044171 Imperial Mining Group Ltd-f1-03413761_1-1-1,2022-07-26,PEA,1.25,1.2928074999999999,0.03324771353233487,1.3260552135323347,1.259559786467665,1.3593029270646697,1.22631207293533
448,2022-000015420 Osisko Metals Incorporated-f1-03429014_2-1-1,2022-08-01,PEA,1.27,1.2916625,0.03322421643458738,1.3248867164345872,1.2584382835654127,1.3581109328691747,1.2252140671308251
449,2022-000000760 O3 Mining Inc-f1-03444224_2-1-1,2022-08-24,PFS,1.3,1.2927050000000002,0.03280207896788529,1.3255070789678856,1.2599029210321149,1.358309157935771,1.2271008420642295
450,2022-000025247 Graphite One Inc-f1-03445554_1-1-1,2022-08-29,PFS,1.282,1.291505,0.03227651325177963,1.3237815132517796,1.2592284867482202,1.356058026503559,1.2269519734964407
451,2022-000007875 Skeena Resources Limited-f1-03437510_1-1-1,2022-09-06,FS,1.3158,1.291635,0.03236574281076068,1.3240007428107607,1.2592692571892394,1.3563664856215214,1.2269035143784788
452,2022-000003301 Moneta Gold Inc. ( Moneta Porcupine Mines Inc.)-f1-03445560_2-1-1,2022-09-07,PEA,1.2821,1.2904375,0.03179090087124186,1.3222284008712417,1.258646599128758,1.3540193017424835,1.2268556982575163
453,2022-000005870 Rock Tech Lithium Inc-f1-03459784_1-1-1,2022-10-01,PFS,1.2987,1.2909675,0.03174636977025471,1.3227138697702547,1.2592211302297454,1.3544602395405094,1.2274747604594907
454,2024-000021914 Strategic Resources Inc-f1-03508934_1-4-1,2022-11-18,FS,1.3158,1.29053,0.03126495703597779,1.3217949570359777,1.2592650429640222,1.3530599140719555,1.2280000859280444
455,2023-000030511 Soma Gold Corp-f1-03492401_1-1-1,2022-12-31,,1.3333,1.29053,0.03126495703597779,1.3217949570359777,1.2592650429640222,1.3530599140719555,1.2280000859280444
456,2023-000005955 NorthWest Copper Corp. ( _Serengeti Resources Inc._)-f1-03493519_1-1-1,2023-01-04,PEA,1.2987,1.2897475,0.030637156823131072,1.3203846568231312,1.2591103431768689,1.3510218136462622,1.228473186353738
457,2023-000031521 Mason Graphite Inc-f1-03504307_1-1-1,2023-01-10,PEA,1.275,1.2891225,0.030677616391041468,1.3198001163910413,1.2584448836089586,1.350477732782083,1.227767267217917
458,2023-000008749 CaNickel Mining Limited-f1-03496778_1-1-1,2023-01-13,,1.2987,1.2886950000000001,0.030414343360514632,1.3191093433605148,1.2582806566394855,1.3495236867210294,1.2278663132789709
459,2023-000034463 Fission Uranium Corp-f1-03499127_1-1-1,2023-01-17,,1.3333,1.2907775000000001,0.030548443978166518,1.3213259439781666,1.2602290560218337,1.351874387956333,1.2296806120436672
460,2023-000033050 Trilogy Metals Inc-f1-03491294_1-1-1,2023-01-20,FS,1.3,1.2907775,0.030548443978166518,1.3213259439781664,1.2602290560218334,1.3518743879563329,1.229680612043667
461,2023-000020073 CERRO DE PASCO RESOURCES INC. ( Genius Properties Ltd.)-f1-03518451_1-1-1,2023-01-31,PEA,1.34,1.2917775,0.03149802181415728,1.3232755218141572,1.2602794781858428,1.3547735436283146,1.2287814563716855
462,2023-000027114 Treasury Metals Inc-f1-03493929_1-2-1,2023-02-22,PFS,1.34,1.2923825,0.032195945655729176,1.3245784456557292,1.2601865543442707,1.3567743913114583,1.2279906086885417
463,2023-000011411 Focus Graphite Inc-f1-03520628_1-1-1,2023-03-06,FS,1.3587,1.2943500000000001,0.03378530252442129,1.3281353025244214,1.2605646974755789,1.3619206050488426,1.2267793949511576
464,2023-000003760 Vision Lithium Inc-f1-03507921_1-1-1,2023-03-23,PEA,1.35,1.29701,0.033875623184730475,1.3308856231847304,1.2631343768152696,1.364761246369461,1.229258753630539
465,2023-000056724 Sayona Inc-f1-03520244_2-1-1,2023-03-27,FS,1.3333,1.2985925,0.034059528487183056,1.332652028487183,1.264532971512817,1.3667115569743662,1.2304734430256339
466,2023-000028221 Orezone Gold Corporation-f1-06052603_1-1-1,2023-03-28,FS,1.2987,1.29856,0.034058771226159947,1.33261877122616,1.26450122877384,1.3666775424523199,1.23044245754768
467,2023-000024396 Cartier Resources Inc-f1-03542281_1-1-1,2023-04-13,,1.2987,1.2985275,0.03405798213981416,1.3325854821398142,1.264469517860186,1.3666434642796284,1.2304115357203718
468,2023-000023453 Nighthawk Gold Corp-f1-03549092_2-1-1,2023-04-26,PEA,1.35,1.2993400000000002,0.03489947321621394,1.3342394732162142,1.2644405267837862,1.369138946432428,1.2295410535675724
469,2023-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-03551473_1-1-1,2023-05-09,PEA,1.33,1.298805,0.03423871665160249,1.3330437166516025,1.2645662833483975,1.367282433303205,1.230327566696795
470,2023-000008434 FRONTIER LITHIUM INC-f1-03560609_2-1-1,2023-05-31,PFS,1.2987,1.3000224999999999,0.03331207902509783,1.3333345790250977,1.266710420974902,1.3666466580501955,1.2333983419498042
471,2023-000007910 ABCOURT MINES INC-f1-03561551_4-1-1,2023-06-07,,1.3,1.2996275000000002,0.033213728915337734,1.332841228915338,1.2664137710846624,1.3660549578306755,1.2332000421693248
472,2023-000016002 Surge Copper Corp-f1-06001766_1-1-1,2023-06-12,PEA,1.2987,1.298845,0.032846495734724666,1.3316914957347248,1.2659985042652753,1.3645379914694493,1.2331520085305507
473,2023-000053370 LithiumBank Resources Corp-f1-03551940_1-1-1,2023-06-16,,1.3514,1.3005775,0.033755671793124366,1.3343331717931244,1.2668218282068755,1.3680888435862486,1.2330661564137513
474,2023-000010252 Wallbridge Mining Company Limited-f1-06008227_2-1-1,2023-06-26,PEA,1.3,1.3025775,0.031126693033966406,1.3337041930339664,1.2714508069660335,1.3648308860679328,1.240324113932067
475,2023-000053528 Hot Chili Limited-f1-06008707_1-1-1,2023-06-28,PEA,1.25,1.30136,0.032215634045026656,1.3335756340450267,1.2691443659549735,1.3657912680900535,1.2369287319099467
476,2023-000009850 New Age Metals Inc-f1-06008684_1-3-1,2023-06-29,PEA,1.35,1.30386,0.03200722514587082,1.3358672251458708,1.2718527748541293,1.3678744502917417,1.2398455497082583
477,2023-000005156 Grounded Lithium Corp. ( VAR Resources Corp.)-f1-06007626_2-1-1,2023-06-30,,1.33,1.30411,0.0321751361242713,1.3362851361242714,1.2719348638757288,1.3684602722485426,1.2397597277514576
478,2023-000030612 Westhaven Gold Corp-f1-06023256_1-1-1,2023-07-18,,1.3158,1.3045375000000001,0.032214988449000476,1.3367524884490005,1.2723225115509997,1.3689674768980011,1.2401075231019991
479,2023-000027739 First Phosphate Corp. ( First Potash Corp.)-f1-06025619_1-1-1,2023-07-25,PEA,1.32,1.3042875,0.03205070652047381,1.3363382065204739,1.2722367934795262,1.3683889130409477,1.2401860869590524
480,2023-000031900 Magna Mining Inc-f1-06026590_1-1-1,2023-07-31,PEA,1.3,1.3038925000000001,0.032002511019269486,1.3358950110192696,1.2718899889807307,1.3678975220385392,1.239887477961461
481,2023-000037377 Alamos Gold Inc-f1-06013025_2-1-1,2023-08-02,FS,1.3333,1.305975,0.03110329976723145,1.3370782997672315,1.2748717002327687,1.368181599534463,1.2437684004655372
482,2023-000004553 FPX Nickel Corp. ( First Point Minerals Corp.)-f1-06036640_1-1-1,2023-09-06,PFS,1.3158,1.308005,0.028897031610486217,1.3369020316104863,1.279107968389514,1.3657990632209724,1.2502109367790277
483,2023-000022404 First Mining Gold Corp-f1-06037392_1-1-1,2023-09-15,PEA,1.33,1.310005,0.027514890607236813,1.337519890607237,1.2824901093927632,1.3650347812144736,1.2549752187855265
484,2023-000024464 Nickel Creek Platinum Corp-f1-06033570_1-1-1,2023-09-20,PFS,1.3333,1.31087,0.027693664924005275,1.3385636649240054,1.2831763350759946,1.3662573298480105,1.2554826701519894
485,2023-000010348 GIGA Metals Corporation-f1-06037857_1-1-1,2023-09-22,PFS,1.2987,1.3113375,0.027314424549339154,1.3386519245493391,1.284023075450661,1.3659663490986784,1.2567086509013217
486,2023-000029882 Allkem Limited-f1-06035956_4-1-1,2023-09-30,PFS,1.31,1.3122125,0.02667361307763512,1.338886113077635,1.285538886922365,1.3655597261552703,1.2588652738447297
487,2023-000048733 Canada Nickel Company Inc-f1-06052768_1-1-1,2023-10-01,FS,1.3158,1.3138575,0.024694034237505196,1.3385515342375052,1.2891634657624946,1.3632455684750102,1.2644694315249896
488,2023-000047230 Freeman Gold Corp-f1-06058256_1-1-1,2023-10-13,PEA,1.3514,1.3158925,0.02433859852590386,1.3402310985259038,1.291553901474096,1.3645696970518075,1.2672153029481923
489,2024-000047856 EMP Metals Corp-f1-06084544_1-1-1,2023-10-31,,1.3514,1.3171775000000001,0.02482992908175795,1.342007429081758,1.2923475709182422,1.366837358163516,1.2675176418364842
490,2024-000001767 Dundee Precious Metals Inc-f1-4_1-.pdf (b330f2224b9c78dc),2023-11-16,,1.3362,1.3185325,0.024334974171934497,1.3428674741719346,1.2941975258280656,1.3672024483438692,1.269862551656131
491,2024-000008955 Volt Lithium Corp-f1-06078013_1-1-1,2023-11-30,,1.3514,1.3194225,0.024877427597043762,1.3442999275970438,1.2945450724029561,1.3691773551940876,1.2696676448059123
492,2023-000045726 Cerrado Gold Inc. ( BB1 Acquisition Corp.)-f1-06063543_1-1-1,2023-12-15,FS,1.35,1.32112,0.02458023179044077,1.3457002317904407,1.2965397682095594,1.3702804635808816,1.2719595364191185
493,2024-000005781 Barksdale Resources Corp-f1-06148611_1-1-1,2024-01-02,PEA,1.3333,1.3219850000000002,0.02437900052640933,1.3463640005264095,1.297605999473591,1.3707430010528188,1.2732269989471816
494,2024-000005634 Wealth Minerals Ltd-f1-06085436_1-1-1,2024-01-04,,1.3001,1.3215925,0.02460645514118977,1.3461989551411897,1.2969860448588102,1.3708054102823795,1.2723795897176204
495,2024-000031511 International Lithium Corp-f1-06073310_1-1-1,2024-01-18,PEA,1.35,1.3220100000000001,0.024949475098532785,1.346959475098533,1.2970605249014673,1.3719089501970656,1.2721110498029347
496,2024-000056724 Sayona Inc-f1-06085701_1-1-1,2024-01-24,FS,1.333,1.3228675,0.024716125614355794,1.3475836256143559,1.2981513743856443,1.3722997512287116,1.2734352487712886
497,2024-000004926 AVINO SILVER & GOLD MINES LTD-f1-06096510_1-1-1,2024-02-05,PFS,1.2987,1.32346,0.023806547257166272,1.3472665472571663,1.2996534527428338,1.3710730945143326,1.2758469054856676
498,2024-000036937 Probe Gold Inc-f1-06102442_1-1-1,2024-02-13,PEA,1.3514,1.3247775000000002,0.023859347332402085,1.3486368473324022,1.3009181526675981,1.3724961946648044,1.277058805335196
499,2024-000007580 Discovery Silver Corp-f1-06085725_1-4-1,2024-02-16,FS,1.3158,1.3243399999999999,0.02385951189132555,1.3481995118913255,1.3004804881086742,1.3720590237826509,1.2766209762173488
500,2024-000048747 Moon River Capital Ltd-f1-1_1-.pdf (67687818f6cf63c6),2024-02-22,,1.3514,1.325625,0.023899112203229666,1.3495241122032298,1.3017258877967703,1.3734232244064595,1.2778267755935406
501,2024-000008916 Tinka Resources Limited-f1-06113611_1-1-1,2024-02-28,,1.35,1.325875,0.02410475801526238,1.3499797580152624,1.3017702419847375,1.3740845160305246,1.2776654839694752
502,2024-000031900 Magna Mining Inc-f1-06198928_2-1-1,2024-04-15,,1.35,1.326125,0.024306027003974662,1.3504310270039745,1.3018189729960254,1.3747370540079493,1.2775129459920507
503,2024-000005657 Century Lithium Corp. (fomerly Cypress Development Corp.)-f1-06145240_1-1-1,2024-04-29,FS,1.25,1.3234075,0.026544122798242975,1.349951622798243,1.296863377201757,1.3764957455964861,1.270319254403514
504,2024-000005620 Troilus Gold Corp-f1-1_1-.pdf (eec5103ff2cd9904),2024-05-14,FS,1.3514,1.3234425,0.02658098305662165,1.3500234830566218,1.2968615169433784,1.3766044661132433,1.2702805338867569
505,2024-000052252 Silver Mountain Resources Inc-f1-06149229_2-1-1,2024-05-15,,1.3497,1.3238524999999999,0.026861926038778704,1.3507144260387787,1.296990573961221,1.3775763520775572,1.2701286479224425
506,2024-000054671 Aardvark 2 Capital Corp-f1-06206632_1-1-1,2024-05-24,,1.3,1.3238850000000002,0.026831483134174376,1.3507164831341745,1.297053516865826,1.377547966268349,1.2702220337316514
507,2024-000013177 Alta Copper Corp-f1-06144797_1-1-1,2024-05-31,PEA,1.3514,1.3252025,0.026856966698724685,1.3520594666987247,1.2983455333012754,1.3789164333974495,1.2714885666025506
508,2024-000006180 New Pacific Metals Corp-f1-06165441_1-1-1,2024-06-19,PFS,1.36,1.3254525,0.02713877902417634,1.3525912790241763,1.2983137209758235,1.3797300580483527,1.2711749419516472
509,2024-000011471 E3 Lithium Ltd-f1-06161234_2-1-1,2024-06-20,,1.34,1.3257025,0.027227658331283745,1.3529301583312838,1.2984748416687162,1.3801578166625674,1.2712471833374326
510,2024-000032669 Centamin plc-f1-06181176_1-1-1,2024-07-18,FS,1.38,1.327735,0.028178147106560646,1.3559131471065609,1.2995568528934394,1.3840912942131214,1.2713787057868788
511,2024-000024724 Whitemud Resources Inc-f1-06172911_1-1-1,2024-08-23,PEA,1.3,1.327735,0.028178147106560646,1.3559131471065609,1.2995568528934394,1.3840912942131214,1.2713787057868788
512,2024-000033260 Thesis Gold Inc-f1-06193183_2-1-1,2024-08-30,PEA,1.3514,1.3290525,0.028017338839387014,1.357069838839387,1.301035161160613,1.385087177678774,1.2730178223212258
513,2024-000002968 Kinross Gold Corporation-f1-06182718_1-1-1,2024-09-01,PEA,1.3514,1.3290525,0.028017338839387014,1.357069838839387,1.301035161160613,1.385087177678774,1.2730178223212258
514,2024-000004815 Amex Exploration Inc-f1-06223904_2-1-1,2024-09-05,PEA,1.35,1.3303025,0.027802476254776932,1.3581049762547768,1.3025000237452231,1.3859074525095538,1.274697547490446
515,2024-000056341 WINSOME RESOURCES LTD-f1-06189451_1-1-1,2024-09-06,PEA,1.35,1.3328025000000001,0.024721852551735365,1.3575243525517355,1.3080806474482647,1.3822462051034707,1.2833587948965295
516,2024-000008575 South Star Battery Metals Corp-f1-06203545_1-1-1,2024-10-10,PEA,1.36,1.3330525,0.024949733953671237,1.3580022339536713,1.3081027660463287,1.3829519679073425,1.2831530320926574
517,2024-000036472 Cabral Gold Inc-f1-06216794_1-1-1,2024-10-21,PFS,1.3514,1.3335875,0.025111517303461624,1.3586990173034617,1.3084759826965382,1.3838105346069232,1.2833644653930767
518,2021-000001767 Dundee Precious Metals Inc-f1-03198935_1-1-1,,PFS,1.3,1.3331925,0.02551943841818405,1.358711938418184,1.307673061581816,1.384231376836368,1.282153623163632
